index,AC,Cha,Con,Dex,HP,Int,Str,Type,Wis,alignment,chall,condImmunity,damImmunity,damVuln,languages,name,damResist,senses,size,speed
2490,18.0,12 (+1),14 (+2),14 (+2),195.0,16 (+3),18 (+4),fiend,16 (+3),chaotic neutral,12.0,poisoned,"fire, poison",lightning,"Common, Infernal",Chaos Witch Quelaag,,"darkvision 60 ft., ",Large,30 ft.
2491,18.0,10 (+0),16 (+3),16 (+3),37.0,10 (+0),18 (+4),humanoid,12 (+1),evil alignment,2.0,,,,"Abyssal, Common, Infernal",Chaos Warrior,"poison; bludgeoning, piercing and slashing from nonmagical attacks","Senses. The chaos warrior has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.",Medium,30 ft.
2495,14.0,2 (-4),18 (+4),16 (+3),59.0,4 (-3),18 (+4),aberration,10 (+0),chaotic evil,2.0,frightened,,,understands Abyssal and Deep Speech but can't speak,Chaos Spawn,,"blindsight 60 ft., ",Medium,30 ft.
2506,9.0,7 (-2),18 (+4),8 (-1),42.0,5 (-3),15 (+2),aberration,8 (-1),chaotic evil,2.0,poisoned,poison,,understands the languages it knew in its previous form but can't speak,Chaos Mutant,,"blindsight 60 ft., ",Medium,"20 ft., climb 20 ft."
2507,21.0,9 (-1),24 (+7),24 (+7),486.0,11 (+0),24 (+7),elemental,11 (+0),"elemental, neutral",18.0,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","force, poison",,Primordial,Chaos Elemental,"acid, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., tremorsense 60 ft., ",Huge,"50 ft., burrow 30 ft., fly 90 ft. (hover), swim 90 ft."
2508,18.0,14 (+2),19 (+4),11 (+0),114.0,13 (+1),21 (+5),dragon,8 (-1),chaotic neutral,8.0,"charmed, frightened",,,Draconic,Chaos Drake,"acid, cold, fire, lightning, thunder","blindsight 30 ft., darkvision 120 ft., ",Large,"40 ft., fly 80 ft."
2509,17.0,13 (+1),16 (+3),10 (+0),67.0,11 (+0),17 (+3),dragon,10 (+0),chaotic neutral,3.0,,force,,Draconic,Chaos Dragon Wyrmling,,"blindsight 10 ft., darkvision 60 ft., ",Medium,"30 ft., climb 30 ft., fly 60 ft."
2510,15.0,8 (-1),12 (+1),14 (+2),66.0,16 (+3),10 (+0),fiend,14 (+2),lawful evil,3.0,poisoned,"fire, poison",,"Infernal, telepathy 60 ft.",Channeler,"bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","darkvision 120 ft., ",Medium,30 ft.
2511,,7 (-2),19 (+4),6 (-2),68.0,4 (-3),19 (+4),construct,4 (-3),"construct, unaligned",2.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned",,force,understands the languages of its creator but can't speak,Chal'Gund,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",,Medium,15 ft.
2512,11.0,7 (-2),16 (+3),8 (-1),68.0,5 (-3),20 (+5),giant,7 (-2),chaotic evil,3.0,charmed,,,"Common, Giant",Chained Ogre,,"darkvision 60 ft., ",Large,40 ft.
2513,16.0,8 (-1),13 (+1),22 (+6),78.0,4 (-3),14 (+2),monstrosity,14 (+2),"monstrosity, unaligned",5.0,,,,understands Common and Sylvan but can't speak them,Ceryneian Deer,cold,,Large,80 ft.
2514,15.0,9 (-1),20 (+5),16 (+3),168.0,6 (-2),24 (+7),fiend,16 (+3),lawful evil,9.0,frightened,fire,cold,"understands Abyssal, Common, and Infernal but can't speak",Cerberus,"lightning; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Large,40 ft.
2515,16.0,9 (-1),20 (+5),15 (+2),168.0,6 (-2),24 (+7),fiend,16 (+3),lawful evil,9.0,Frightened,fire,Cold,"understands Infernal, Abyssal, Common but can't speak",Cerberus,"Lightning; bludgeoning, piercing, and slashing from nonmagical attacks.","darkvision 60 ft., passive perception 20",Large,40 ft.
2516,17.0,6 (-2),17 (+3),14 (+2),85.0,4 (-3),21 (+5),beast,13 (+1),"(theropod), unaligned",4.0,,,,—,Ceratosarus,,,Large,50 ft.
2517,15.0,16 (+3),18 (+4),12 (+2),104.0,9 (-1),16 (+3),beast,16 (+3),"(ceratopsian), unaligned",6.0,"charmed, paralyzed, stunned",,,—,Centrosaurus,"bludgeoning, piercing, slashing",,Large,55 ft.
2518,14.0,5 (-3),12 (+1),14 (+2),44.0,5 (-3),14 (+2),aberration,12 (+1),"aberration, unaligned",2.0,,,,any one language (usually Common),Censor,,,Medium,30 ft.
2520,14.0,7 (-2),10 (+0),19 (+4),35.0,7 (-2),1 (-5),construct,11 (+0),lawful neutral,3.0,"blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned, prone","poison, psychic","lightning, water",understands common,Ceiling Turret,,"blindsight 120 ft. (blind beyond this radius), ",Small,0 ft.
2522,15.0,6 (-2),16 (+3),5 (-3),85.0,5 (-3),18 (+4),monstrosity,9 (-1),chaotic evil,5.0,,,,"understands Abyssal, Common, and Infernal but can't speak",Cavigog,,"blindsight 10 ft., darkvision 60 ft., ",Large,20 ft.
2523,13.0,5 (-3),12 (+1),15 (+2),97.0,7 (-2),16 (+3),dragon,12 (+1),"dragon, unaligned",6.0,,,,—,Cave Wyvern,poison,"Senses. While deafened and unable to smell, the cave wyvern's blindsight is reduced to 10 ft.",Large,"30 ft., climb 10 ft., swim 50 ft."
2524,15.0,7 (-2),23 (+6),9 (-1),103.0,5 (-3),20 (+5),giant,7 (-2),chaotic evil,7.0,,,,Giant,Cave Troll,poison,"darkvision 120 ft., ",Large,"30 ft., climb 30 ft."
2527,15.0,1 (-5),20 (+5),9 (-1),28.0,3 (-4),18 (+4),construct,11 (+0),"construct, unaligned",2.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","poison, psychic",,understands the languages of its creator but can't speak,Caryatid Column,"bludgeoning, piercing and slashing from nonmagical attacks that aren't adamantine","darkvision 120 ft., ",Medium,25 ft.
2528,15.0,20 (+5),12 (+1),15 (+2),72.0,11 (+0),5 (-3),fey,12 (+1),chaotic neutral,8.0,"charmed, frightened",,,Sylvan,Cat of Irresistible Cuteness,psychic,,Small,"25 ft., climb 25 ft."
2529,20.0,17 (+3),22 (+6),24 (+7),165.0,17 (+3),25 (+7),aberration,19 (+4),neutral evil,15.0,,,,Common and Marley,Cart Titan,,,Huge,100 feet
2530,17.0,8 (-1),16 (+3),16 (+3),95.0,3 (-4),20 (+5),beast,16 (+3),"(theropod), unaligned",3.0,,,,—,Carnotaurus,,,Large,50 ft.
2531,20.0,9 (-1),23 (+6),14 (+2),262.0,12 (+1),26 (+8),undead,13 (+1),"undead, unaligned",17.0,"charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks",,—,Carnogeist,"acid, cold, fire, lightning, psychic, thunder","darkvision 60 ft., ",Huge,"30 ft., fly 30 ft. (hover)"
2532,,5 (-3),25 (+7),16 (+3),525.0,3 (-4),28 (+9),monstrosity,18 (+4),chaotic neutral,30.0,"blinded, charmed, frightened, poisoned","acid, poison, psychic",,—,Carnifex,"cold, fire, lightning; bludgeoning, piercing, and slashing","blindsight 120 ft., ",Gargantuan,"50 ft., climb 30 ft."
2533,16.0,9 (-1),15 (+2),16 (+3),91.0,12 (+1),15 (+2),fey,17 (+3),chaotic neutral,7.0,,,,"Common, Sylvan",Carianif,poison,"darkvision 60 ft., ",Medium,30 ft.
2534,16.0,27 (+8),17 (+3),20 (+5),216.0,16 (+3),22 (+6),giant,27 (+8),chaotic good,16.0,poisoned,poison,fire,"Common, Giant, Primordial",Carbon Titan,,"Senses. The giant has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.",Gargantuan,"45 ft., burrow 30 ft."
2535,16.0,25 (+7),15 (+2),20 (+5),102.0,18 (+4),19 (+4),giant,25 (+7),chaotic good,8.0,poisoned,poison,fire,"Common, Giant, Primordial",Carbon Giant,,"Senses. The giant has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.",Huge,"45 ft., burrow 30 ft."
2536,13.0,16 (+3),10 (+0),16 (+3),60.0,14 (+2),7 (-2),undead,14 (+2),chaotic evil,4.0,"charmed, exhaustion, frightened, grappled, paralysed, petrified, poisoned, prone, restrained","cold, necrotic, poison",,Common,Caller in Darkness,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Large,"0 ft., fly 60 ft. (hover)"
2537,15.0,10 (+0),14 (+2),14 (+2),75.0,9 (-1),16 (+3),fiend,12 (+1),chaotic evil,4.0,,,"fire, lightning",Abyssal,Capra Demon,,,Large,30 ft.
2538,15.0,7 (-2),19 (+4),15 (+2),85.0,9 (-1),20 (+5),monstrosity,17 (+3),neutral evil,5.0,,,,"Druidic and Sylvan, understands Common and Elven but can't speak.",Capelobo,"bludgeoning, piercing, and slashing damage from nonmagiacal ranged attacks","darkvision 60 ft., ",Large,40 ft.
2539,14.0,1 (-5),15 (+2),18 (+4),52.0,3 (-4),12 (+1),beast,14 (+2),"beast, unaligned",1.0,poisoned,poison,,—,Canyon Viper,,,Medium,"30 ft., swim 20 ft."
2540,17.0,5 (-3),19 (+4),8 (-1),157.0,3 (-4),24 (+7),beast,13 (+1),"beast, unaligned",10.0,poisoned,poison,,—,Cantankeri,"bludgeoning, piercing, and slashing","darkvision 60 ft., tremorsense 30 ft., ",Huge,"30 ft., burrow 10 ft., swim 30 ft."
2541,23.0,1 (-5),26 (+8),12 (+1),444.0,4 (-3),30 (+10),construct,11 (+0),"construct, unaligned",24.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","fire, lightning, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",,understands the languages of its creator but can't speak,Cannon Colossus,"necrotic, radiant, thunder","darkvision 120 ft., ",Gargantuan,30 ft.
2542,,Termina,Necluda,Lanaryu,,The Forsaken,Hebra,of,Southern Hyrule,of Hyrule,,,,,,Calamity Ganon,,,World,
2543,18.0,22 (+6),16 (+3),15 (+2),150.0,19 (+4),10 (+0),fiend,16 (+3),lawful evil,17.0,poisoned,"fire, poison",,"Infernal, telepathy 120 ft.",Calamity Devil,"cold; bludgeoning, piercing and slashing from nonmagical attacks that aren't silvered","truesight 120 ft., ",Medium,30 ft.
2545,13.0,5 (-3),14 (+2),14 (+2),39.0,12 (+1),10 (+0),undead,12 (+1),neutral evil,3.0,"exhaustion, frightened, paralyzed, petrified, poisoned, prone","cold, necrotic, poison",,the languages it knew in life,Cairn Wraith,"acid, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Medium,"25 ft., fly 50 ft. (hover)"
2546,18.0,15 (+2),10 (+0),15 (+2),10.0,18 (+4),12 (+1),plant,6 (-2),chaotic neutral,4.0,,,,—,Cactaur,,,Small,40 ft.
2547,14.0,16 (+3),16 (+3),16 (+3),112.0,18 (+4),9 (-1),aberration,14 (+2),lawful evil,9.0,,,,"Deep Speech, telepathy 60 ft.",Cadaverous Annulid,"necrotic; nonmagical bludgeoning, piercing, and slashing (from stoneskin)","blindsight 30 ft., darkvision 60 ft., ",Medium,"30 ft., climb 30 ft., swim 30 ft."
2548,20.0,5 (-3),26 (+8),10 (+0),296.0,3 (-4),28 (+9),undead,8 (-1),neutral evil,19.0,"charmed, frightened, petrified, poisoned",poison,,understands the languages of its creator but can't speak,Cadaver Colossus,"cold, necrotic, bludgeoning, piercing and slashing from nonmagical attacks","darkvision 120 ft., ",Gargantuan,30 ft.
2550,16.0,12 (+1),21 (+5),8 (-1),138.0,12 (+1),23 (+6),plant,16 (+3),neutral good,9.0,,,fire,"Auran, Common, Druidic, Ignan",Cactaron,"bludgeoning, piercing",,Huge,30 ft.
2551,18.0,17 (+3),20 (+5),12 (+1),180.0,24 (+7),16 (+3),elemental,12 (+1),"elemental, unaligned",11.0,"bane, cursed, death, doom, petrified, prone",,radiant,"Terran, Primordial",Byrgen,"necrotic, lightning, bludgeoning, piercing, and slashing from nonmagical attacks","magicsight (see below), ",Medium,"35 ft., fly 35 ft."
2552,16.0,8 (-1),17 (+3),12 (+1),51.0,7 (-2),18 (+4),aberration,15 (+2),"aberration, neutral",3.0,,,,"understands Common but can't speak, telepathy 60 ft.",Byakhee,cold,"darkvision 60 ft., ",Large,"15 ft., fly 60 ft."
2553,13.0,5 (-3),12 (+1),13 (+1),36.0,7 (-2),8 (-1),mostrosity,13 (+1),"mostrosity, unaligned",2.0,,,,,Buzzilisk,poison,Senses. The buzzilisk can't use its blindsight while deafened and unable to smell.,Small,ft.
2554,8.0,11 (+0),13 (+1),7 (-2),44.0,4 (-3),12 (+1),ooze,10 (+0),chaotic alignment,1.0,"exhaustion, paralyzed, prone",lightning,,understands one language but can't speak (usually Common),Buzz Blob,"bludgeoning, piercing, slashing","tremorsense 60 ft., ",Medium,20 ft.
2555,15.0,10 (+0),16 (+3),16 (+3),85.0,12 (+1),16 (+3),undead,12 (+1),neutral evil,5.0,"charmed, exhaustion, poisoned","necrotic, poison",radiant,the languages it knew in life,Buwan Aswang,cold,"darkvision 120 ft., ",Large,"30 ft., fly 50 ft."
2557,15.0,14 (+2),16 (+3),20 (+5),75.0,10 (+0),16 (+3),undead,12 (+1),chaotic evil,5.0,"exhaustion, poisoned","fire, necrotic, poison",,Common,Burning Blood Ancestor,,"darkvision 120 ft., ",Medium,40 ft.
2558,13.0,7 (-2),16 (+3),12 (+1),47.0,6 (-2),17 (+3),monstrosity,12 (+1),chaotic neutral,2.0,,,,—,Bunyip,,"darkvision 60 ft, passive perception 10",Medium,"20 ft, swim 40ft"
2560,12.0,4 (-3),15 (+2),13 (+1),45.0,2 (-4),18 (+4),monstrosity,10 (+0),"monstrosity, unaligned",3.0,,,,—,Bull Shark,,"blindsight 30 ft., ",Large,"0 ft., swim 40 ft."
2561,18.0,6 (-2),22 (+6),8 (-1),225.0,3 (-4),27 (+8),beast,14 (+2),"beast, unaligned",14.0,poisoned,poison,,—,Bull Cantankeri,"bludgeoning, piercing, and slashing","darkvision 90 ft., tremorsense 30 ft., ",Huge,"30 ft., burrow 10 ft., swim 30 ft."
2562,16.0,7 (-2),12 (+1),12 (+1),55.0,11 (+0),15 (+2),humanoid (moblin),7 (-2),neutral evil,2.0,,,,Blin,Bulblin Captain,,,Medium,20 ft.
2564,15.0,8 (-1),12 (+1),18 (+4),77.0,6 (-2),15 (+2),fiend,18 (+4),chaotic evil,5.0,"charmed, deafened, poisoned, prone",poison,,—,Bukavac,,"darkvision 60 ft., ",Medium,"30 ft., swim 30 ft."
2565,15.0,2 (-4),14 (+2),13 (+1),55.0,6 (-2),16 (+3),monstrosity,11 (+0),any alignment,5.0,,,fire,"Arthropoid, Common",Bugnacious,,"darkvision 60 ft., ",Small,30 ft.
2566,14.0,9 (-1),14 (+2),14 (+2),45.0,8 (-1),15 (+2),humanoid,11 (+0),chaotic evil,4.0,,,,"Common, Goblin",Bugbear Vileclaw,,"darkvision 60 ft., ",Medium,30 ft.
2567,14.0,9 (-1),15 (+2),14 (+2),65.0,10 (+0),15 (+2),humanoid,17 (+3),chaotic evil,3.0,,,,"Common, Goblin",Bugbear Shaman,,"darkvision 60 ft., ",Medium,30 ft.
2568,,11 (+0),22 (+6),18 (+4),273.0,11 (+0),24 (+7),humanoid,16 (+3),chaotic evil,18.0,"charmed, frightened, paralyzed, poisoned, stunned",,,"Common, Goblin",Bugbear Savage,"bludgeoning, piercing and slashing damage from nonmagical attacks","darkvision 60 ft., ",Medium,40 ft.
2569,15.0,9 (-1),14 (+2),14 (+2),39.0,8 (-1),16 (+3),humanoid,11 (+0),chaotic evil,2.0,,,,"Common, Goblin",Bugbear Hammerer,,"darkvision 60 ft., ",Medium,30 ft.
2570,14.0,14 (+2),12 (+1),15 (+2),33.0,8 (-1),14 (+2),humanoid,11 (+0),chaotic evil,2.0,,,,"Common, Goblin",Bugbear Curser,,"darkvision 60 ft., ",Medium,30 ft.
2571,14.0,11 (+0),17 (+3),15 (+2),90.0,11 (+0),18 (+4),humanoid,13 (+1),chaotic evil,10.0,poisoned,poison,,"Common, Goblin",Bugbear Doomclaw,,"darkvision 60 ft., ",Medium,30 ft.
2572,15.0,8 (-1),16 (+3),10 (+0),49.0,10 (+0),16 (+3),humanoid,10 (+0),neutral evil,4.0,,,,"Common, Undercommon, and/or any other applicable language",Brutish Overseer,,,Medium,20 ft.
2573,14.0,5 (-3),20 (+5),13 (+1),57.0,3 (-4),20 (+5),undead,9 (-1),chaotic evil,1.0,poisoned,poison,,understands the languages it knew in life but can't speak,Brute Zombie,,"darkvision 60 ft., ",Medium,20 ft.
2574,16.0,15 (+2),16 (+3),13 (+1),82.0,13 (+1),18 (+4),fey,14 (+2),chaotic good,4.0,,,,"Common, Druidic, Sylvan",Bruja,,"darkvision 60 ft., ",Medium,30 ft.
2575,17.0,10 (+0),15 (+2),13 (+1),45.0,10 (+0),15 (+2),dragon,11 (+0),chaotic evil,2.0,,fire,,Draconic,Brown Dragon Wyrmling,,"blindsight 10 ft., darkvision 60 ft., tremorsense 10 ft., ",Medium,"30 ft., burrow 30 ft., fly 60 ft."
2576,9.0,5 (-3),18 (+4),6 (-2),38.0,2 (-4),19 (+4),undead,8 (-1),neutral evil,1.0,poisoned,poison,,—,Brown Bear Zombie,,"darkvision 60 ft., ",Large,"30 ft., climb 20 ft."
2577,11.0,10 (+0),10 (+0),12 (+1),5.0,10 (+0),10 (+0),fey,8 (-1),"fey, neutral",0.0,"frightened, incapacitated",,,Common,Brownie,,"darkvision 60 ft., ",Tiny,20 ft.
2578,9.0,1 (-5),18 (+4),8 (-1),76.0,1 (-5),12 (+1),ooze,9 (-1),"ooze, unaligned",3.0,"blinded, charmed, deafened, exhaustion, frightened, grappled, paralyzed, poisoned, prone, restrained","fire, poison, psychic",,—,Brown Slime,,,Large,"20 ft., climb 20 ft."
2579,13.0,4 (-3),20 (+5),14 (+2),94.0,3 (-4),18 (+4),monstrosity,12 (+1),"(skaven), unaligned",5.0,,,,understands Queekish but can't speak,Brood Horror,,"darkvision 90 ft., ",Large,50 ft.
2581,16.0,7 (-2),12 (+1),16 (+3),66.0,5 (-3),11 (+0),monstrosity,11 (+0),"monstrosity, unaligned",7.0,,,,understands and speaks languages of pilot,Brekekekex,poison,"darkvision 120 ft., ",Medium,"30 ft., climb 30 ft., swim 30 ft."
2582,17.0,10 (+0),19 (+4),8 (-1),95.0,7 (-2),19 (+4),dragon,14 (+2),"dragon, neutral",8.0,,fire,,understands Draconic but can't speak,Broiling Drake,,"blindsight 10 ft., darkvision 60 ft., ",Large,20 ft.
2583,13.0,14 (+2),16 (+3),15 (+2),60.0,14 (+2),11 (+0),elemental,13 (+1),chaotic evil,6.0,"paralyzed, poisoned, stunned","cold, poison",thunder,Auran,Breathdrinker,"bludgeoning, piercing, and slashing from nonmagical attacks",,Medium,"0 ft., fly 80 ft."
2584,16.0,1 (-5),20 (+5),10 (+0),115.0,3 (-4),22 (+6),construct,9 (-1),"construct, unaligned",8.0,"charmed, exhaustion, frightened, petrified, poisoned, unconscious","poison, psychic",lightning,understands the languages of its creator but can't speak,Brass Juggernaut,,,Huge,35 ft.
2585,15.0,8 (-1),18 (+4),13 (+1),104.0,8 (-1),17 (+3),beast,13 (+1),chaotic evil,6.0,"charmed, blinded",,,telepathy 30 ft.,Brainbill,psychic,"blindsight 30 ft., Passive Perception 16",Large,"40 ft., fly 40 ft."
2586,14.0,11 (+0),16 (+3),13 (+1),57.0,24 (+7),15 (+2),aberration,20 (+5),lawful evil,7.0,"charmed, frightened",,psychic,"Deep Speech, telepathy 120 ft.",Brain of Cthulhu,,"blindsight 30 ft., ",Huge,"10 ft., fly 20 ft. (hover)"
2587,18.0,1 (-5),16 (+3),7 (-2),212.0,10 (+0),19 (+4),construct,16 (+3),"construct, unaligned",11.0,"charmed, exhaustion, frightened, paralysed, petrified, poisoned","poison; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",necrotic,the languages of its creator,Brain Golem,psychic,darkvision 60 ft. ,Large,30 ft.
2588,16.0,7 (-2),23 (+6),7 (-2),247.0,1 (-5),25 (+7),beast,10 (+0),"(sauropod), unaligned",8.0,,,,—,Brachiosaurus,,,Gargantuan,30 ft.
2589,15.0,15 (+2),13 (+1),14 (+2),33.0,14 (+2),15 (+2),dragon,11 (+0),lawful evil,2.0,paralyzed,,,"Common, Draconic",Bozak Draconian,,"blindsight 10 ft., darkvision 60 ft., ",Medium,"30 ft., fly 60 ft."
2591,13.0,6 (-2),12 (+1),17 (+3),49.0,6 (-2),9 (-1),ooze,15 (+2),lawful neutral,2.0,"blinded, charmed, deafened, exhaustion, frightened, poisoned, prone, unconscious","acid, poison, psychic",,—,Bouncy Slime,radiant,"blindsight 60 ft. (blind beyond this radius), ",Medium,30 ft.
2592,10.0,2 (-4),10 (+0),10 (+0),3.0,2 (-4),3 (-4),plant,7 (-2),"plant, unaligned",0.0,"blinded, deafened, frightened",,,—,Bouncing Fungus,,"blindsight 60 ft. (blind beyond this radius), ",Small,20 ft.
2593,14.0,10 (+0),14 (+2),14 (+2),71.0,10 (+0),16 (+3),monstrosity,12 (+1),chaotic evil,4.0,,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren't silvered",,"Common, Gnoll (can't speak in hyena form)",Bouda,,"darkvision 60 ft., ",Medium,40 ft.
2594,13.0,3 (-4),16 (+3),11 (+0),39.0,5 (-3),12 (+1),plant,12 (+1),"(fectoid), unaligned",3.0,,,,Fectoid,Botularia,poison,"darkvision 30 ft., ",Small,"20 ft., swim 10 ft."
2595,10.0,3 (-4),13 (+1),5 (-3),13.0,3 (-4),6 (-2),ooze,3 (-4),chaotic evil,0.0,"charmed, exhaustion, paralyzed, prone, stunned",,,—,Bot,bludgeoning,"darkvision 60 ft., ",Small,10 ft.
2596,14.0,1 (-5),17 (+3),5 (-3),26.0,3 (-4),18 (+4),construct,8 (-1),"construct, unaligned",4.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","acid, poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine",,understands the languages of its creator but can't speak,Bostik,,"darkvision 60 ft., ",Small,0 ft.
2597,12.0,16 (+3),14 (+2),12 (+1),65.0,20 (+5),16 (+3),construct,18 (+4),"construct, neutral",2.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned, prone","poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",,the languages of its creator,Book Golem,,"darkvision 60 ft., ",Medium,"0 ft., fly 30 ft. (hover)"
2598,12.0,6 (-2),15 (+2),14 (+2),13.0,6 (-2),11 (+0),undead,8 (-1),neutral evil,1.0,"charmed, exhaustion, poisoned",poison,bludgeoning,the languages it knew in life,Bonie,,"darkvision 60 ft., ",Medium,"30 ft., climb 20 ft."
2599,15.0,9 (-1),19 (+4),12 (+1),76.0,7 (-2),19 (+4),undead,10 (+0),lawful evil,7.0,"exhaustion, poisoned","necrotic, poison",radiant,the languages it knew in life,Bonecrusher,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft., ",Large,40 ft.
2600,16.0,19 (+4),16 (+3),18 (+4),125.0,14 (+2),21 (+5),undead,14 (+2),chaotic evil,7.0,poisoned,"cold, poison",,"Abyssal, Common",Boneclaw,necrotic,"darkvision 60 ft., ",Large,40 ft.
2601,13.0,1 (-5),16 (+3),13 (+1),75.0,3 (-4),17 (+3),construct,8 (-1),"construct, unaligned",5.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",,understands the languages of its creator but can't speak them,Bone Golem,,"darkvision 60 ft., ",Medium,30 ft.
2603,14.0,10 (+0),16 (+3),13 (+1),52.0,12 (+1),16 (+3),monstrosity,12 (+1),chaotic evil,5.0,,,,—,Bog Stalker,,,Medium,30 ft.
